workspaceId,projectId,assigneeId,name,status,description,dueDate,position,serialNumber,partNumber,partNumberType,hardwareRevision,softwareRelease,site,locationLat,locationLng,locationAddress,installationDate,warrantyEndDate,eolDate,lastServiceDate,condition,criticality,compatibilityRisk,source
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,PROSIM-LMU 19,INSTALLED,"PROSIM-LMU 19 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-30,60000,SN-PROSIM-LMU-000059,ABCD1259-559,WLN,HW-4.9,SW-6.11.29,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2015-01-26,2021-01-24,2030-01-22,2016-03-25,GOOD,HIGH,MEDIUM,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ETCS Interface 20,INSTALLED,"ETCS Interface 20 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-31,61000,SN-ETCSInterface-000060,6XX6210-0AB70,STAMMHAUS,HW-5.0,SW-7.0.0,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2015-02-14,2021-02-12,2030-02-10,2016-04-14,FAIR,CRITICAL,HIGH,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMI W 21,INSTALLED,"SIMI W 21 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-01,62000,SN-SIMIW-000061,A2V0002384061,A2V,HW-6.1,SW-8.1.1,OBB,48.208200,16.373800,"Vienna Central, OBB",2015-03-05,2021-03-03,2030-03-01,2016-05-04,GOOD,LOW,LOW,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMIS C 22,IN_STOCK,"SIMIS C 22 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-02,63000,SN-SIMISC-000062,A6Z0002332062,A6Z,HW-7.2,SW-9.2.2,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2015-03-24,2021-03-22,2030-03-20,2016-05-24,FAIR,MEDIUM,MEDIUM,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SICAS S7 23,IN_STOCK,"SICAS S7 23 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-03,64000,SN-SICASS7-000063,A5N0003307063,AN,HW-8.3,SW-1.3.3,SBB,47.376900,8.541700,Zurich SBB Main Network,2015-04-12,2021-04-10,2030-04-08,2016-06-13,POOR,HIGH,HIGH,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ESTW L90 24,IN_REPAIR,"ESTW L90 24 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-04,65000,SN-ESTWL90-000064,ABCD1264-564,WLN,HW-1.4,SW-2.4.4,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2015-05-01,2021-04-29,2030-04-27,2016-07-03,GOOD,CRITICAL,LOW,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,RBC Unit 25,RESERVED,"RBC Unit 25 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-05,66000,SN-RBCUnit-000065,6XX6215-0AB75,STAMMHAUS,HW-2.5,SW-3.5.5,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2015-05-20,2021-05-18,2030-05-16,2016-07-23,GOOD,LOW,MEDIUM,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Axle Counter ACM 26,RETIRED,"Axle Counter ACM 26 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-06,67000,SN-AxleCounterACM-000066,A2V0002384066,A2V,HW-3.6,SW-4.6.6,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2015-06-08,2021-06-06,2030-06-04,2016-08-12,GOOD,MEDIUM,HIGH,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Interlocking CPU 27,INSTALLED,"Interlocking CPU 27 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-07,68000,SN-InterlockingCPU-000067,A6Z0002332067,A6Z,HW-4.7,SW-5.7.7,OBB,48.208200,16.373800,"Vienna Central, OBB",2015-06-27,2021-06-25,2030-06-23,2016-09-01,FAIR,HIGH,LOW,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Balise Reader 28,INSTALLED,"Balise Reader 28 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-08,69000,SN-BaliseReader-000068,A5N0003307068,AN,HW-5.8,SW-6.8.8,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2015-07-16,2021-07-14,2030-07-12,2016-09-21,GOOD,CRITICAL,MEDIUM,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 29,INSTALLED,"Signal Controller 29 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-09,70000,SN-SignalController-000069,ABCD1269-569,WLN,HW-6.9,SW-7.9.9,SBB,47.376900,8.541700,Zurich SBB Main Network,2015-08-04,2021-08-02,2030-07-31,2016-10-11,FAIR,LOW,HIGH,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Track Circuit Unit 30,INSTALLED,"Track Circuit Unit 30 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-10,71000,SN-TrackCircuitUnit-000070,6XX6220-0AB80,STAMMHAUS,HW-7.0,SW-8.10.10,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2015-08-23,2021-08-21,2030-08-19,2016-10-31,POOR,MEDIUM,LOW,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,PROSIM-LMU 31,INSTALLED,"PROSIM-LMU 31 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-11,72000,SN-PROSIM-LMU-000071,A2V0002384071,A2V,HW-8.1,SW-9.11.11,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2015-09-11,2021-09-09,2030-09-07,2016-11-20,GOOD,HIGH,MEDIUM,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ETCS Interface 32,INSTALLED,"ETCS Interface 32 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-12,73000,SN-ETCSInterface-000072,A6Z0002332072,A6Z,HW-1.2,SW-1.0.12,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2015-09-30,2021-09-28,2030-09-26,2016-12-10,GOOD,CRITICAL,HIGH,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMI W 33,IN_STOCK,"SIMI W 33 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-13,74000,SN-SIMIW-000073,A5N0003307073,AN,HW-2.3,SW-2.1.13,OBB,48.208200,16.373800,"Vienna Central, OBB",2015-10-19,2021-10-17,2030-10-15,2016-12-30,GOOD,LOW,LOW,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMIS C 34,IN_STOCK,"SIMIS C 34 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-14,75000,SN-SIMISC-000074,ABCD1274-574,WLN,HW-3.4,SW-3.2.14,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2015-11-07,2021-11-05,2030-11-03,2017-01-19,FAIR,MEDIUM,MEDIUM,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SICAS S7 35,IN_REPAIR,"SICAS S7 35 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-15,76000,SN-SICASS7-000075,6XX6225-0AB85,STAMMHAUS,HW-4.5,SW-4.3.15,SBB,47.376900,8.541700,Zurich SBB Main Network,2015-11-26,2021-11-24,2030-11-22,2017-02-08,GOOD,HIGH,HIGH,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ESTW L90 36,RESERVED,"ESTW L90 36 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-16,77000,SN-ESTWL90-000076,A2V0002384076,A2V,HW-5.6,SW-5.4.16,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2015-12-15,2021-12-13,2030-12-11,2017-02-28,FAIR,CRITICAL,LOW,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,RBC Unit 37,RETIRED,"RBC Unit 37 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-17,78000,SN-RBCUnit-000077,A6Z0002332077,A6Z,HW-6.7,SW-6.5.17,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2016-01-03,2022-01-01,2030-12-30,2017-03-20,POOR,LOW,MEDIUM,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Axle Counter ACM 38,INSTALLED,"Axle Counter ACM 38 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-18,79000,SN-AxleCounterACM-000078,A5N0003307078,AN,HW-7.8,SW-7.6.18,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2016-01-22,2022-01-20,2031-01-18,2017-04-09,GOOD,MEDIUM,HIGH,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Interlocking CPU 39,INSTALLED,"Interlocking CPU 39 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-19,80000,SN-InterlockingCPU-000079,ABCD1279-579,WLN,HW-8.9,SW-8.7.19,OBB,48.208200,16.373800,"Vienna Central, OBB",2016-02-10,2022-02-08,2031-02-06,2017-04-29,GOOD,HIGH,LOW,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Balise Reader 40,INSTALLED,"Balise Reader 40 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-20,81000,SN-BaliseReader-000080,6XX6230-0AB10,STAMMHAUS,HW-1.0,SW-9.8.20,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2016-02-29,2022-02-27,2031-02-25,2017-05-19,GOOD,CRITICAL,MEDIUM,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 01,INSTALLED,"Signal Controller 01 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-21,82000,SN-SignalController-000081,A2V0002384081,A2V,HW-2.1,SW-1.9.21,SBB,47.376900,8.541700,Zurich SBB Main Network,2016-03-19,2022-03-18,2031-03-16,2017-06-08,FAIR,LOW,HIGH,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Track Circuit Unit 02,INSTALLED,"Track Circuit Unit 02 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-22,83000,SN-TrackCircuitUnit-000082,A6Z0002332082,A6Z,HW-3.2,SW-2.10.22,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2016-04-07,2022-04-06,2031-04-04,2017-06-28,GOOD,MEDIUM,LOW,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,PROSIM-LMU 03,INSTALLED,"PROSIM-LMU 03 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-23,84000,SN-PROSIM-LMU-000083,A5N0003307083,AN,HW-4.3,SW-3.11.23,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2016-04-26,2022-04-25,2031-04-23,2017-07-18,FAIR,HIGH,MEDIUM,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ETCS Interface 04,IN_STOCK,"ETCS Interface 04 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-24,85000,SN-ETCSInterface-000084,ABCD1284-584,WLN,HW-5.4,SW-4.0.24,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2016-05-15,2022-05-14,2031-05-12,2017-08-07,POOR,CRITICAL,HIGH,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMI W 05,IN_STOCK,"SIMI W 05 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-25,86000,SN-SIMIW-000085,6XX6235-0AB15,STAMMHAUS,HW-6.5,SW-5.1.25,OBB,48.208200,16.373800,"Vienna Central, OBB",2016-06-03,2022-06-02,2031-05-31,2017-08-27,GOOD,LOW,LOW,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMIS C 06,IN_REPAIR,"SIMIS C 06 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-26,87000,SN-SIMISC-000086,A2V0002384086,A2V,HW-7.6,SW-6.2.26,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2016-06-22,2022-06-21,2031-06-19,2017-09-16,GOOD,MEDIUM,MEDIUM,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SICAS S7 07,RESERVED,"SICAS S7 07 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-27,88000,SN-SICASS7-000087,A6Z0002332087,A6Z,HW-8.7,SW-7.3.27,SBB,47.376900,8.541700,Zurich SBB Main Network,2016-07-11,2022-07-10,2031-07-08,2017-10-06,GOOD,HIGH,HIGH,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ESTW L90 08,RETIRED,"ESTW L90 08 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-28,89000,SN-ESTWL90-000088,A5N0003307088,AN,HW-1.8,SW-8.4.28,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2016-07-30,2022-07-29,2031-07-27,2017-10-26,FAIR,CRITICAL,LOW,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,RBC Unit 09,INSTALLED,"RBC Unit 09 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-29,90000,SN-RBCUnit-000089,ABCD1289-589,WLN,HW-2.9,SW-9.5.29,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2016-08-18,2022-08-17,2031-08-15,2017-11-15,GOOD,LOW,MEDIUM,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Axle Counter ACM 10,INSTALLED,"Axle Counter ACM 10 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-06-30,91000,SN-AxleCounterACM-000090,6XX6240-0AB20,STAMMHAUS,HW-3.0,SW-1.6.0,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2016-09-06,2022-09-05,2031-09-03,2017-12-05,FAIR,MEDIUM,HIGH,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Interlocking CPU 11,INSTALLED,"Interlocking CPU 11 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-01,92000,SN-InterlockingCPU-000091,A2V0002384091,A2V,HW-4.1,SW-2.7.1,OBB,48.208200,16.373800,"Vienna Central, OBB",2016-09-25,2022-09-24,2031-09-22,2017-12-25,POOR,HIGH,LOW,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Balise Reader 12,INSTALLED,"Balise Reader 12 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-02,93000,SN-BaliseReader-000092,A6Z0002332092,A6Z,HW-5.2,SW-3.8.2,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2016-10-14,2022-10-13,2031-10-11,2018-01-14,GOOD,CRITICAL,MEDIUM,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 13,INSTALLED,"Signal Controller 13 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-03,94000,SN-SignalController-000093,A5N0003307093,AN,HW-6.3,SW-4.9.3,SBB,47.376900,8.541700,Zurich SBB Main Network,2016-11-02,2022-11-01,2031-10-30,2018-02-03,GOOD,LOW,HIGH,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Track Circuit Unit 14,INSTALLED,"Track Circuit Unit 14 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-04,95000,SN-TrackCircuitUnit-000094,ABCD1294-594,WLN,HW-7.4,SW-5.10.4,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2016-11-21,2022-11-20,2031-11-18,2018-02-23,GOOD,MEDIUM,LOW,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,PROSIM-LMU 15,IN_STOCK,"PROSIM-LMU 15 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-05,96000,SN-PROSIM-LMU-000095,6XX6245-0AB25,STAMMHAUS,HW-8.5,SW-6.11.5,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2016-12-10,2022-12-09,2031-12-07,2018-03-15,FAIR,HIGH,MEDIUM,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ETCS Interface 16,IN_STOCK,"ETCS Interface 16 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-06,97000,SN-ETCSInterface-000096,A2V0002384096,A2V,HW-1.6,SW-7.0.6,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2016-12-29,2022-12-28,2031-12-26,2018-04-04,GOOD,CRITICAL,HIGH,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMI W 17,IN_REPAIR,"SIMI W 17 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-07,98000,SN-SIMIW-000097,A6Z0002332097,A6Z,HW-2.7,SW-8.1.7,OBB,48.208200,16.373800,"Vienna Central, OBB",2017-01-17,2023-01-16,2032-01-14,2018-04-24,FAIR,LOW,LOW,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMIS C 18,RESERVED,"SIMIS C 18 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-08,99000,SN-SIMISC-000098,A5N0003307098,AN,HW-3.8,SW-9.2.8,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2017-02-05,2023-02-04,2032-02-02,2018-05-14,POOR,MEDIUM,MEDIUM,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SICAS S7 19,RETIRED,"SICAS S7 19 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-09,100000,SN-SICASS7-000099,ABCD1299-599,WLN,HW-4.9,SW-1.3.9,SBB,47.376900,8.541700,Zurich SBB Main Network,2017-02-24,2023-02-23,2032-02-21,2018-06-03,GOOD,HIGH,HIGH,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ESTW L90 20,INSTALLED,"ESTW L90 20 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-10,101000,SN-ESTWL90-000100,6XX6200-0AB30,STAMMHAUS,HW-5.0,SW-2.4.10,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2017-03-15,2023-03-14,2032-03-11,2018-06-23,GOOD,CRITICAL,LOW,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,RBC Unit 21,INSTALLED,"RBC Unit 21 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-11,102000,SN-RBCUnit-000101,A2V0002384101,A2V,HW-6.1,SW-3.5.11,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2017-04-03,2023-04-02,2032-03-30,2018-07-13,GOOD,LOW,MEDIUM,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Axle Counter ACM 22,INSTALLED,"Axle Counter ACM 22 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-12,103000,SN-AxleCounterACM-000102,A6Z0002332102,A6Z,HW-7.2,SW-4.6.12,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2017-04-22,2023-04-21,2032-04-18,2018-08-02,FAIR,MEDIUM,HIGH,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Interlocking CPU 23,INSTALLED,"Interlocking CPU 23 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-13,104000,SN-InterlockingCPU-000103,A5N0003307103,AN,HW-8.3,SW-5.7.13,OBB,48.208200,16.373800,"Vienna Central, OBB",2017-05-11,2023-05-10,2032-05-07,2018-08-22,GOOD,HIGH,LOW,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Balise Reader 24,INSTALLED,"Balise Reader 24 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-14,105000,SN-BaliseReader-000104,ABCD1304-604,WLN,HW-1.4,SW-6.8.14,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2017-05-30,2023-05-29,2032-05-26,2018-09-11,FAIR,CRITICAL,MEDIUM,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 25,INSTALLED,"Signal Controller 25 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-15,106000,SN-SignalController-000105,6XX6205-0AB35,STAMMHAUS,HW-2.5,SW-7.9.15,SBB,47.376900,8.541700,Zurich SBB Main Network,2017-06-18,2023-06-17,2032-06-14,2018-10-01,POOR,LOW,HIGH,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Track Circuit Unit 26,IN_STOCK,"Track Circuit Unit 26 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-16,107000,SN-TrackCircuitUnit-000106,A2V0002384106,A2V,HW-3.6,SW-8.10.16,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2017-07-07,2023-07-06,2032-07-03,2018-10-21,GOOD,MEDIUM,LOW,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,PROSIM-LMU 27,IN_STOCK,"PROSIM-LMU 27 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-17,108000,SN-PROSIM-LMU-000107,A6Z0002332107,A6Z,HW-4.7,SW-9.11.17,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2017-07-26,2023-07-25,2032-07-22,2018-11-10,GOOD,HIGH,MEDIUM,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ETCS Interface 28,IN_REPAIR,"ETCS Interface 28 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-18,109000,SN-ETCSInterface-000108,A5N0003307108,AN,HW-5.8,SW-1.0.18,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2017-08-14,2023-08-13,2032-08-10,2018-11-30,GOOD,CRITICAL,HIGH,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMI W 29,RESERVED,"SIMI W 29 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-19,110000,SN-SIMIW-000109,ABCD1309-609,WLN,HW-6.9,SW-2.1.19,OBB,48.208200,16.373800,"Vienna Central, OBB",2017-09-02,2023-09-01,2032-08-29,2018-12-20,FAIR,LOW,LOW,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMIS C 30,RETIRED,"SIMIS C 30 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-20,111000,SN-SIMISC-000110,6XX6210-0AB40,STAMMHAUS,HW-7.0,SW-3.2.20,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2017-09-21,2023-09-20,2032-09-17,2019-01-09,GOOD,MEDIUM,MEDIUM,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SICAS S7 31,INSTALLED,"SICAS S7 31 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-21,112000,SN-SICASS7-000111,A2V0002384111,A2V,HW-8.1,SW-4.3.21,SBB,47.376900,8.541700,Zurich SBB Main Network,2017-10-10,2023-10-09,2032-10-06,2019-01-29,FAIR,HIGH,HIGH,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ESTW L90 32,INSTALLED,"ESTW L90 32 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-22,113000,SN-ESTWL90-000112,A6Z0002332112,A6Z,HW-1.2,SW-5.4.22,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2017-10-29,2023-10-28,2032-10-25,2019-02-18,POOR,CRITICAL,LOW,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,RBC Unit 33,INSTALLED,"RBC Unit 33 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-23,114000,SN-RBCUnit-000113,A5N0003307113,AN,HW-2.3,SW-6.5.23,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2017-11-17,2023-11-16,2032-11-13,2019-03-10,GOOD,LOW,MEDIUM,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Axle Counter ACM 34,INSTALLED,"Axle Counter ACM 34 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-24,115000,SN-AxleCounterACM-000114,ABCD1314-614,WLN,HW-3.4,SW-7.6.24,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2017-12-06,2023-12-05,2032-12-02,2019-03-30,GOOD,MEDIUM,HIGH,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Interlocking CPU 35,INSTALLED,"Interlocking CPU 35 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-25,116000,SN-InterlockingCPU-000115,6XX6215-0AB45,STAMMHAUS,HW-4.5,SW-8.7.25,OBB,48.208200,16.373800,"Vienna Central, OBB",2017-12-25,2023-12-24,2032-12-21,2019-04-19,GOOD,HIGH,LOW,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Balise Reader 36,INSTALLED,"Balise Reader 36 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-26,117000,SN-BaliseReader-000116,A2V0002384116,A2V,HW-5.6,SW-9.8.26,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2018-01-13,2024-01-12,2033-01-09,2019-05-09,FAIR,CRITICAL,MEDIUM,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 37,IN_STOCK,"Signal Controller 37 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-07-27,118000,SN-SignalController-000117,A6Z0002332117,A6Z,HW-6.7,SW-1.9.27,SBB,47.376900,8.541700,Zurich SBB Main Network,2018-02-01,2024-01-31,2033-01-28,2019-05-29,GOOD,LOW,HIGH,CSV_IMPORT
